lead_time,no_of_special_requests,avg_price_per_room,market_segment_type,arrival_month,arrival_date,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
31,0,85.5,3.0,10,4,1,0,0.0,0.0,Not_Canceled
33,0,126.9,4.0,3,24,3,0,0.0,0.0,Canceled
1,0,67.0,2.0,4,6,1,0,0.0,0.0,Not_Canceled
83,0,75.0,3.0,5,1,2,2,0.0,0.0,Not_Canceled
160,0,132.3,4.0,10,3,3,1,0.0,3.0,Canceled
0,0,79.0,2.0,3,21,1,1,0.0,0.0,Not_Canceled
60,2,86.4,4.0,11,20,0,1,0.0,0.0,Not_Canceled
41,0,191.58,4.0,4,21,3,0,0.0,6.0,Canceled
70,0,85.0,3.0,10,22,1,0,0.0,0.0,Not_Canceled
328,0,95.4,4.0,9,29,3,0,0.0,0.0,Canceled
160,2,145.8,4.0,9,30,1,0,0.0,0.0,Canceled
190,1,81.9,4.0,11,14,2,1,0.0,0.0,Not_Canceled
5,0,108.0,4.0,1,28,3,1,0.0,3.0,Not_Canceled
136,0,117.36,4.0,8,23,8,2,0.0,0.0,Canceled
1,0,92.0,4.0,2,5,2,0,0.0,0.0,Not_Canceled
70,1,167.45,4.0,12,3,5,2,1.0,3.0,Not_Canceled
109,0,75.0,3.0,5,23,3,1,0.0,0.0,Not_Canceled
85,1,140.4,4.0,5,26,2,0,0.0,3.0,Canceled
2,0,116.0,4.0,4,13,1,0,0.0,3.0,Not_Canceled
33,1,80.3,4.0,2,8,3,1,0.0,0.0,Not_Canceled
332,0,77.23,4.0,9,22,3,1,0.0,0.0,Canceled
14,0,100.87,4.0,9,14,2,1,3.0,0.0,Canceled
65,1,149.4,4.0,9,9,2,0,0.0,3.0,Canceled
214,1,100.51,4.0,8,18,6,2,0.0,3.0,Canceled
135,1,155.7,4.0,8,9,3,0,0.0,3.0,Not_Canceled
24,1,85.0,3.0,10,17,3,1,0.0,0.0,Not_Canceled
10,1,99.0,4.0,8,17,3,1,0.0,0.0,Canceled
11,1,139.0,4.0,9,20,1,0,0.0,0.0,Not_Canceled
53,1,118.8,4.0,4,21,3,0,0.0,3.0,Not_Canceled
54,0,55.8,3.0,3,19,1,2,0.0,0.0,Not_Canceled
110,1,68.04,4.0,5,2,2,1,3.0,0.0,Not_Canceled
58,0,81.0,3.0,1,27,3,0,0.0,0.0,Not_Canceled
54,1,109.8,4.0,8,29,4,1,0.0,0.0,Not_Canceled
77,1,75.16,4.0,4,13,4,1,0.0,0.0,Not_Canceled
67,3,93.6,4.0,11,1,4,0,0.0,0.0,Not_Canceled
2,0,110.0,0.0,5,19,2,0,0.0,3.0,Canceled
2,1,256.0,4.0,8,15,0,1,0.0,3.0,Canceled
113,2,137.21,4.0,5,16,5,2,0.0,3.0,Not_Canceled
52,1,192.59,4.0,10,28,2,1,0.0,6.0,Not_Canceled
15,1,236.14,4.0,9,18,10,4,0.0,5.0,Canceled
74,1,107.1,4.0,8,9,4,0,3.0,0.0,Not_Canceled
45,0,151.2,4.0,9,30,1,0,0.0,3.0,Not_Canceled
67,1,90.95,3.0,4,22,2,0,0.0,3.0,Not_Canceled
6,0,58.4,3.0,10,1,3,2,0.0,0.0,Not_Canceled
0,0,98.1,4.0,10,1,1,2,3.0,0.0,Not_Canceled
17,0,79.0,4.0,3,9,2,0,3.0,0.0,Not_Canceled
73,1,88.29,4.0,12,20,5,2,1.0,0.0,Not_Canceled
15,1,47.33,3.0,12,27,3,0,0.0,0.0,Not_Canceled
217,2,119.85,4.0,9,12,3,1,0.0,0.0,Canceled
23,1,139.0,4.0,8,2,2,0,3.0,0.0,Not_Canceled
150,1,76.5,4.0,8,2,0,2,0.0,0.0,Not_Canceled
5,2,157.0,4.0,4,12,3,0,0.0,3.0,Not_Canceled
12,2,130.0,4.0,2,7,3,2,0.0,3.0,Not_Canceled
53,1,88.4,4.0,11,13,4,2,0.0,0.0,Not_Canceled
63,0,102.6,4.0,11,18,1,0,0.0,3.0,Canceled
15,0,92.17,4.0,10,11,4,2,0.0,0.0,Not_Canceled
46,0,107.1,4.0,4,3,1,2,3.0,0.0,Not_Canceled
13,2,114.0,4.0,11,16,1,0,0.0,0.0,Not_Canceled
295,1,79.5,4.0,12,29,3,0,3.0,0.0,Canceled
3,2,101.0,4.0,11,6,2,0,0.0,0.0,Not_Canceled
45,1,149.4,4.0,9,9,1,0,0.0,3.0,Not_Canceled
46,0,60.0,3.0,1,22,2,1,0.0,0.0,Not_Canceled
152,2,110.65,4.0,8,5,2,1,0.0,0.0,Canceled
53,1,74.8,4.0,11,19,2,2,3.0,0.0,Not_Canceled
4,0,93.0,4.0,2,25,2,0,0.0,0.0,Not_Canceled
19,1,73.9,4.0,1,30,1,0,0.0,0.0,Not_Canceled
40,0,60.0,3.0,11,2,3,1,0.0,3.0,Not_Canceled
87,1,90.9,4.0,10,30,0,2,0.0,0.0,Canceled
60,0,204.0,4.0,11,7,2,1,3.0,4.0,Canceled
116,0,104.5,4.0,5,18,1,0,0.0,0.0,Canceled
5,0,80.0,2.0,2,24,2,0,0.0,0.0,Not_Canceled
184,1,80.75,4.0,7,7,3,1,3.0,0.0,Not_Canceled
65,1,135.9,4.0,9,22,1,0,0.0,0.0,Not_Canceled
1,0,65.0,2.0,7,28,2,0,0.0,0.0,Not_Canceled
230,1,109.65,4.0,9,18,2,2,0.0,0.0,Canceled
0,0,0.0,1.0,9,8,1,0,0.0,0.0,Not_Canceled
26,0,221.0,4.0,5,19,3,0,0.0,5.0,Canceled
3,1,92.0,4.0,8,12,2,1,3.0,0.0,Not_Canceled
92,1,63.75,4.0,12,1,15,4,0.0,0.0,Canceled
33,1,83.9,4.0,3,2,4,0,0.0,0.0,Canceled
0,0,147.5,4.0,9,5,1,1,0.0,0.0,Not_Canceled
51,2,103.7,4.0,12,6,4,0,0.0,0.0,Not_Canceled
1,1,86.0,4.0,1,4,1,1,3.0,0.0,Not_Canceled
10,2,126.5,4.0,2,10,4,0,0.0,0.0,Canceled
170,2,114.75,4.0,8,10,4,1,0.0,0.0,Canceled
41,1,60.0,3.0,11,8,3,2,0.0,3.0,Not_Canceled
41,1,79.2,4.0,12,21,3,0,3.0,0.0,Not_Canceled
16,1,106.0,4.0,2,26,2,1,0.0,3.0,Canceled
107,0,75.14,3.0,10,23,2,2,0.0,0.0,Not_Canceled
68,0,140.4,4.0,5,13,2,1,0.0,3.0,Canceled
103,0,89.25,4.0,9,9,1,0,0.0,0.0,Not_Canceled
15,0,136.0,3.0,6,22,1,0,0.0,0.0,Not_Canceled
2,0,85.0,3.0,3,20,4,2,0.0,0.0,Not_Canceled
5,0,86.0,4.0,2,10,1,0,0.0,0.0,Not_Canceled
44,2,83.6,4.0,11,23,2,0,3.0,0.0,Not_Canceled
78,0,60.0,3.0,12,10,3,0,0.0,3.0,Not_Canceled
88,3,132.3,4.0,10,8,2,2,0.0,3.0,Not_Canceled
21,1,129.0,4.0,9,18,1,2,3.0,0.0,Canceled
35,1,99.0,4.0,9,1,1,0,3.0,0.0,Not_Canceled
54,1,208.41,4.0,8,24,5,2,1.0,3.0,Canceled
346,0,72.25,4.0,12,28,4,0,3.0,0.0,Canceled
23,2,93.82,4.0,4,9,1,2,3.0,0.0,Not_Canceled
87,1,79.5,4.0,4,4,2,1,3.0,0.0,Not_Canceled
47,2,58.94,4.0,1,31,2,2,0.0,0.0,Not_Canceled
164,0,96.3,4.0,8,29,2,1,0.0,0.0,Canceled
192,2,72.75,4.0,12,4,2,2,3.0,0.0,Not_Canceled
123,0,129.34,4.0,10,21,5,2,0.0,3.0,Not_Canceled
183,1,100.3,4.0,5,6,3,2,0.0,0.0,Canceled
18,0,48.5,4.0,11,17,3,1,3.0,0.0,Canceled
193,1,100.8,4.0,6,22,2,0,0.0,0.0,Canceled
51,1,79.2,4.0,11,15,3,0,3.0,0.0,Not_Canceled
259,1,104.55,4.0,12,7,4,0,0.0,3.0,Not_Canceled
26,1,153.23,4.0,11,7,1,1,0.0,0.0,Not_Canceled
55,1,102.6,4.0,11,15,1,0,0.0,0.0,Not_Canceled
5,2,75.0,3.0,7,4,2,1,0.0,0.0,Not_Canceled
113,1,190.8,4.0,10,8,2,2,0.0,5.0,Canceled
112,2,137.7,4.0,7,13,2,0,0.0,3.0,Not_Canceled
159,1,87.72,3.0,9,18,3,2,3.0,0.0,Not_Canceled
41,0,80.75,3.0,9,18,2,2,0.0,0.0,Not_Canceled
24,0,0.0,1.0,5,8,2,2,0.0,0.0,Not_Canceled
97,1,60.5,3.0,12,29,4,0,0.0,3.0,Not_Canceled
43,2,83.85,4.0,6,8,1,0,0.0,0.0,Not_Canceled
114,1,106.5,4.0,8,4,3,0,3.0,0.0,Not_Canceled
42,1,130.5,4.0,9,18,0,2,0.0,0.0,Canceled
6,0,65.0,2.0,9,26,0,1,0.0,0.0,Not_Canceled
59,2,101.27,4.0,3,29,5,2,0.0,3.0,Not_Canceled
0,0,65.0,2.0,9,20,0,2,0.0,0.0,Not_Canceled
3,1,166.0,4.0,10,7,2,1,0.0,0.0,Not_Canceled
13,1,176.67,4.0,10,1,3,0,0.0,0.0,Not_Canceled
3,1,93.0,4.0,3,8,4,0,3.0,0.0,Not_Canceled
4,0,151.5,4.0,10,7,2,0,0.0,0.0,Not_Canceled
14,2,132.0,4.0,9,15,5,2,0.0,0.0,Not_Canceled
196,0,102.85,4.0,9,4,6,4,3.0,0.0,Canceled
59,1,87.3,4.0,8,28,3,2,3.0,0.0,Not_Canceled
40,1,67.5,4.0,2,24,4,0,3.0,0.0,Canceled
6,1,67.0,2.0,8,28,0,2,0.0,0.0,Not_Canceled
2,2,89.0,4.0,5,9,0,1,3.0,0.0,Not_Canceled
29,2,149.1,4.0,10,31,3,1,1.0,0.0,Not_Canceled
2,1,78.0,4.0,12,16,1,0,3.0,0.0,Not_Canceled
39,1,149.4,4.0,7,8,2,0,0.0,3.0,Not_Canceled
26,0,226.5,4.0,9,27,4,0,0.0,5.0,Canceled
91,2,126.0,4.0,7,20,2,0,0.0,0.0,Not_Canceled
105,0,137.7,4.0,7,23,1,0,0.0,3.0,Canceled
2,0,79.0,0.0,11,13,1,2,0.0,0.0,Not_Canceled
6,1,177.0,4.0,3,19,1,2,0.0,3.0,Not_Canceled
251,1,73.35,4.0,11,21,1,1,3.0,0.0,Not_Canceled
0,0,65.0,2.0,2,2,2,0,0.0,0.0,Not_Canceled
27,2,90.84,4.0,5,22,2,2,0.0,0.0,Not_Canceled
4,0,95.0,3.0,10,23,3,2,0.0,0.0,Not_Canceled
168,0,130.05,4.0,8,1,4,1,0.0,3.0,Canceled
10,1,254.5,4.0,9,30,2,2,0.0,5.0,Not_Canceled
11,1,124.0,4.0,9,2,2,0,3.0,0.0,Not_Canceled
109,4,118.46,4.0,7,6,4,2,0.0,3.0,Not_Canceled
32,0,150.3,4.0,3,31,3,1,0.0,0.0,Canceled
57,2,141.84,4.0,9,7,4,1,0.0,3.0,Not_Canceled
200,3,76.5,4.0,8,22,1,0,0.0,0.0,Not_Canceled
5,0,151.0,4.0,8,9,3,0,0.0,0.0,Canceled
85,0,125.0,3.0,9,30,3,0,1.0,0.0,Not_Canceled
116,1,73.77,4.0,4,28,5,2,0.0,0.0,Not_Canceled
77,3,132.3,4.0,10,7,2,1,0.0,3.0,Not_Canceled
1,0,83.2,4.0,11,10,4,0,0.0,0.0,Not_Canceled
142,1,126.65,4.0,7,2,3,2,0.0,3.0,Canceled
42,1,152.1,4.0,8,16,2,0,0.0,0.0,Not_Canceled
13,0,6.0,4.0,3,20,0,1,0.0,0.0,Not_Canceled
64,0,100.0,3.0,10,1,4,2,0.0,0.0,Not_Canceled
1,1,176.0,4.0,5,26,2,0,0.0,3.0,Not_Canceled
60,0,105.3,4.0,7,12,1,0,0.0,0.0,Canceled
15,2,102.0,4.0,12,29,3,1,3.0,0.0,Not_Canceled
68,0,198.9,4.0,5,13,2,1,0.0,5.0,Canceled
273,0,63.75,4.0,11,22,5,0,3.0,0.0,Canceled
8,0,54.75,3.0,9,9,4,0,0.0,0.0,Not_Canceled
175,0,123.68,4.0,8,24,4,0,0.0,0.0,Canceled
14,1,89.0,4.0,4,3,0,2,3.0,0.0,Canceled
102,1,108.0,4.0,10,9,0,1,3.0,0.0,Not_Canceled
123,0,123.3,4.0,8,13,1,0,0.0,0.0,Canceled
119,0,128.85,4.0,6,15,4,0,0.0,0.0,Not_Canceled
151,2,226.35,4.0,8,28,2,2,1.0,5.0,Canceled
61,0,105.0,3.0,11,26,1,2,0.0,0.0,Not_Canceled
6,0,57.75,3.0,8,13,6,2,0.0,3.0,Not_Canceled
214,1,80.75,4.0,7,29,2,2,3.0,0.0,Not_Canceled
55,0,159.3,4.0,5,8,1,2,0.0,3.0,Not_Canceled
35,1,100.1,4.0,3,13,0,2,0.0,0.0,Not_Canceled
24,0,53.58,4.0,12,18,2,1,0.0,0.0,Not_Canceled
28,1,231.0,4.0,9,13,2,0,0.0,5.0,Not_Canceled
35,1,85.0,3.0,10,28,2,1,0.0,0.0,Not_Canceled
7,2,149.0,4.0,9,7,3,0,3.0,0.0,Not_Canceled
87,0,108.29,4.0,4,27,4,1,0.0,0.0,Not_Canceled
1,2,0.0,1.0,10,3,1,1,0.0,0.0,Not_Canceled
18,1,129.0,4.0,9,26,0,1,3.0,0.0,Canceled
0,0,130.0,3.0,10,29,1,0,0.0,0.0,Not_Canceled
18,0,190.0,2.0,9,26,2,2,0.0,0.0,Not_Canceled
4,1,92.43,4.0,12,26,5,2,0.0,3.0,Not_Canceled
14,1,81.0,4.0,12,11,2,0,0.0,0.0,Not_Canceled
86,1,82.45,4.0,3,29,4,0,0.0,0.0,Not_Canceled
1,3,0.0,4.0,8,12,2,0,0.0,1.0,Not_Canceled
12,1,85.0,3.0,9,11,0,1,0.0,0.0,Not_Canceled
83,1,167.4,4.0,6,14,1,0,0.0,3.0,Not_Canceled
1,1,102.0,4.0,2,27,1,0,0.0,0.0,Not_Canceled
4,0,135.0,4.0,4,10,2,2,0.0,3.0,Canceled
80,0,84.95,4.0,2,24,2,0,0.0,0.0,Not_Canceled
114,0,99.9,4.0,5,2,1,1,0.0,0.0,Canceled
17,1,95.0,4.0,6,23,1,0,0.0,0.0,Canceled
151,1,110.58,4.0,7,11,3,1,0.0,0.0,Canceled
82,1,85.7,4.0,7,10,1,2,0.0,0.0,Not_Canceled
34,0,95.2,4.0,12,25,2,2,0.0,0.0,Canceled
1,0,81.0,4.0,8,8,4,2,3.0,0.0,Not_Canceled
20,0,65.58,3.0,3,7,3,1,0.0,0.0,Not_Canceled
0,0,81.0,4.0,8,6,1,0,3.0,0.0,Not_Canceled
103,1,113.05,3.0,12,27,3,0,0.0,4.0,Not_Canceled
58,3,124.67,4.0,11,11,2,1,0.0,0.0,Not_Canceled
79,1,183.6,4.0,9,15,3,2,1.0,3.0,Canceled
2,2,100.67,4.0,8,21,2,1,0.0,0.0,Not_Canceled
126,2,146.7,4.0,7,23,1,0,0.0,3.0,Not_Canceled
3,2,118.0,4.0,3,11,2,0,0.0,0.0,Not_Canceled
129,1,100.8,4.0,3,29,5,0,1.0,0.0,Not_Canceled
65,2,80.1,4.0,10,28,1,0,3.0,0.0,Not_Canceled
58,0,140.4,4.0,6,1,3,0,0.0,3.0,Canceled
140,2,108.0,4.0,10,11,3,0,3.0,0.0,Canceled
9,0,89.0,3.0,12,3,1,0,0.0,0.0,Not_Canceled
25,1,88.0,4.0,11,17,3,0,3.0,0.0,Canceled
30,0,109.35,4.0,10,2,2,2,0.0,0.0,Not_Canceled
15,2,115.0,4.0,9,16,2,0,3.0,3.0,Not_Canceled
49,0,110.7,4.0,9,6,3,0,0.0,0.0,Canceled
13,1,128.71,4.0,10,18,5,2,0.0,0.0,Not_Canceled
98,0,124.8,4.0,7,21,3,0,0.0,3.0,Canceled
104,0,91.44,4.0,5,15,0,2,0.0,0.0,Not_Canceled
42,0,0.0,4.0,11,7,0,0,0.0,0.0,Not_Canceled
24,2,159.0,4.0,5,29,0,1,0.0,3.0,Not_Canceled
16,0,127.5,4.0,4,7,3,1,0.0,3.0,Canceled
81,3,117.9,4.0,8,14,2,2,0.0,0.0,Not_Canceled
14,2,127.0,4.0,3,17,3,0,0.0,0.0,Not_Canceled
37,0,75.0,3.0,10,29,2,2,0.0,0.0,Not_Canceled
59,1,108.0,4.0,10,10,0,1,3.0,0.0,Not_Canceled
73,1,72.12,4.0,3,17,3,2,0.0,1.0,Canceled
43,1,88.5,4.0,2,26,2,1,0.0,0.0,Not_Canceled
69,0,82.45,4.0,3,30,4,0,0.0,0.0,Canceled
54,1,132.3,4.0,9,30,1,0,0.0,3.0,Not_Canceled
4,0,98.32,2.0,5,15,2,2,0.0,0.0,Not_Canceled
125,1,71.0,3.0,4,18,2,1,0.0,0.0,Not_Canceled
4,0,88.0,4.0,12,7,1,0,3.0,0.0,Not_Canceled
1,1,120.0,4.0,12,29,2,0,3.0,0.0,Not_Canceled
41,0,83.0,3.0,9,4,1,0,1.0,0.0,Not_Canceled
281,0,126.3,4.0,10,3,3,1,0.0,3.0,Canceled
49,2,168.3,4.0,7,17,0,1,0.0,3.0,Not_Canceled
83,2,96.3,4.0,4,10,1,2,0.0,0.0,Not_Canceled
95,2,77.86,4.0,12,7,4,0,0.0,1.0,Not_Canceled
184,2,82.13,4.0,8,17,1,0,1.0,0.0,Canceled
152,4,132.13,4.0,7,21,5,2,0.0,3.0,Not_Canceled
76,2,99.73,4.0,7,4,3,1,0.0,0.0,Not_Canceled
34,1,80.75,3.0,6,19,3,2,0.0,0.0,Not_Canceled
83,0,174.6,4.0,6,7,3,0,1.0,3.0,Not_Canceled
18,0,101.0,4.0,4,3,0,2,0.0,0.0,Canceled
146,0,65.0,3.0,12,29,3,0,0.0,0.0,Not_Canceled
1,0,0.0,4.0,4,8,2,0,0.0,0.0,Not_Canceled
34,2,94.5,4.0,10,6,3,0,0.0,0.0,Not_Canceled
81,2,130.5,4.0,7,18,2,1,0.0,0.0,Not_Canceled
49,1,130.9,4.0,3,30,4,0,1.0,3.0,Canceled
108,0,94.5,4.0,7,13,4,0,3.0,0.0,Not_Canceled
99,0,90.95,3.0,6,4,1,0,0.0,3.0,Not_Canceled
219,0,102.85,4.0,10,3,3,1,0.0,0.0,Canceled
0,2,45.0,3.0,4,28,1,0,0.0,0.0,Not_Canceled
50,0,156.6,4.0,12,23,2,2,0.0,5.0,Canceled
6,1,117.04,4.0,10,3,2,1,0.0,0.0,Not_Canceled
23,1,173.5,4.0,5,22,0,1,0.0,3.0,Not_Canceled
7,0,65.0,3.0,12,29,3,0,0.0,0.0,Not_Canceled
187,3,103.5,4.0,10,7,2,1,0.0,0.0,Not_Canceled
59,1,137.7,4.0,7,28,2,0,0.0,0.0,Not_Canceled
99,3,141.67,3.0,12,31,1,2,0.0,0.0,Not_Canceled
4,2,81.0,4.0,2,25,1,0,3.0,0.0,Not_Canceled
19,0,68.5,2.0,9,12,0,1,0.0,0.0,Not_Canceled
4,1,93.0,4.0,2,4,2,0,0.0,0.0,Not_Canceled
183,1,90.9,4.0,7,16,1,2,0.0,0.0,Not_Canceled
36,0,69.52,4.0,2,15,1,1,0.0,1.0,Not_Canceled
116,0,70.0,3.0,1,26,5,0,0.0,0.0,Not_Canceled
40,0,65.0,3.0,2,27,1,0,0.0,0.0,Not_Canceled
37,1,75.0,3.0,10,28,4,0,0.0,3.0,Not_Canceled
45,1,71.1,4.0,3,10,2,0,3.0,0.0,Not_Canceled
55,2,86.4,4.0,12,8,3,0,0.0,0.0,Not_Canceled
99,0,168.3,4.0,9,5,4,1,0.0,3.0,Canceled
45,0,185.6,4.0,10,8,1,2,1.0,3.0,Not_Canceled
75,2,120.7,4.0,12,24,2,2,1.0,0.0,Not_Canceled
0,0,0.0,1.0,8,5,1,0,0.0,0.0,Not_Canceled
6,1,104.25,4.0,12,13,0,1,0.0,1.0,Not_Canceled
98,1,156.6,4.0,10,30,1,2,0.0,5.0,Not_Canceled
327,0,76.0,3.0,9,9,4,2,1.0,0.0,Not_Canceled
31,0,198.9,4.0,5,6,2,0,0.0,5.0,Canceled
59,0,128.69,4.0,4,28,3,2,0.0,3.0,Canceled
15,0,63.6,4.0,3,13,3,2,3.0,0.0,Canceled
234,0,105.04,4.0,9,12,5,2,0.0,0.0,Canceled
15,0,85.0,3.0,4,13,3,0,3.0,0.0,Not_Canceled
50,3,198.0,4.0,10,16,3,2,0.0,5.0,Not_Canceled
124,2,76.5,4.0,7,25,1,1,0.0,0.0,Canceled
87,1,158.4,4.0,9,21,2,0,0.0,3.0,Not_Canceled
15,2,170.0,4.0,10,7,2,0,0.0,3.0,Not_Canceled
35,0,127.62,4.0,8,29,4,1,0.0,0.0,Canceled
48,3,131.7,4.0,7,9,1,2,0.0,0.0,Not_Canceled
62,0,149.4,4.0,9,18,3,2,0.0,3.0,Not_Canceled
84,0,176.3,4.0,10,12,2,0,0.0,3.0,Not_Canceled
80,0,87.32,4.0,1,7,1,0,0.0,0.0,Not_Canceled
96,0,97.88,4.0,10,24,3,1,0.0,0.0,Canceled
7,2,237.0,4.0,9,9,3,2,0.0,5.0,Not_Canceled
46,1,75.0,3.0,3,29,5,0,0.0,0.0,Not_Canceled
2,0,12.0,4.0,6,2,3,0,0.0,0.0,Not_Canceled
57,1,111.6,4.0,5,18,2,0,3.0,0.0,Not_Canceled
21,0,65.55,3.0,9,10,3,1,0.0,0.0,Canceled
182,1,83.5,4.0,10,31,3,1,0.0,1.0,Not_Canceled
6,0,106.0,4.0,2,5,2,0,0.0,3.0,Canceled
135,0,99.45,4.0,7,24,3,2,0.0,0.0,Canceled
74,1,132.6,4.0,5,15,2,2,0.0,3.0,Not_Canceled
20,1,85.0,3.0,8,29,0,1,0.0,0.0,Not_Canceled
84,1,126.9,4.0,8,4,2,0,0.0,0.0,Not_Canceled
123,0,108.3,4.0,4,29,2,1,0.0,0.0,Canceled
5,1,105.0,4.0,11,2,2,1,0.0,3.0,Not_Canceled
24,1,85.0,3.0,10,16,2,2,0.0,0.0,Not_Canceled
16,0,95.0,3.0,9,11,1,2,0.0,0.0,Not_Canceled
29,0,75.05,4.0,2,19,2,0,3.0,0.0,Canceled
219,0,158.95,4.0,8,8,5,1,0.0,5.0,Canceled
2,0,0.0,1.0,10,12,2,1,0.0,0.0,Not_Canceled
69,2,98.25,4.0,10,25,1,2,0.0,0.0,Not_Canceled
181,0,120.0,3.0,10,11,1,0,0.0,0.0,Canceled
46,2,97.2,4.0,11,6,0,1,0.0,0.0,Not_Canceled
27,0,231.0,4.0,7,6,2,0,0.0,5.0,Canceled
81,0,132.6,4.0,5,21,2,2,0.0,3.0,Canceled
10,0,82.95,4.0,11,2,4,1,0.0,0.0,Not_Canceled
0,0,105.3,4.0,6,26,0,1,0.0,0.0,Not_Canceled
5,0,110.0,0.0,10,26,4,1,0.0,3.0,Not_Canceled
165,1,112.8,4.0,8,24,3,0,0.0,3.0,Canceled
48,0,94.88,3.0,10,25,3,2,1.0,1.0,Not_Canceled
117,0,143.1,4.0,9,20,3,0,0.0,3.0,Canceled
70,0,75.0,3.0,12,2,2,0,0.0,0.0,Not_Canceled
20,1,109.0,4.0,3,19,1,1,0.0,0.0,Not_Canceled
74,0,114.3,4.0,3,24,3,0,0.0,3.0,Canceled
39,0,75.0,3.0,11,1,4,0,0.0,0.0,Not_Canceled
7,1,111.4,4.0,11,6,4,2,0.0,0.0,Not_Canceled
51,0,95.04,4.0,10,6,1,0,0.0,0.0,Canceled
230,1,137.0,4.0,9,6,5,0,0.0,0.0,Canceled
81,0,187.85,4.0,5,15,3,2,0.0,5.0,Canceled
0,2,90.0,4.0,8,6,1,0,0.0,0.0,Not_Canceled
66,1,118.8,4.0,10,17,3,1,0.0,0.0,Not_Canceled
1,0,0.0,1.0,5,5,1,0,0.0,3.0,Not_Canceled
11,2,111.0,4.0,2,3,2,0,0.0,0.0,Not_Canceled
2,0,72.0,3.0,2,17,3,0,0.0,0.0,Not_Canceled
231,0,94.5,4.0,8,27,1,1,3.0,0.0,Canceled
209,1,81.77,4.0,4,25,2,1,0.0,0.0,Not_Canceled
35,1,125.1,4.0,6,26,2,2,0.0,0.0,Not_Canceled
5,1,187.0,4.0,7,12,3,0,0.0,3.0,Canceled
0,0,153.15,4.0,5,10,1,0,0.0,5.0,Not_Canceled
21,1,125.0,4.0,8,28,1,2,0.0,0.0,Not_Canceled
35,0,96.3,3.0,6,17,3,2,0.0,3.0,Not_Canceled
5,0,65.8,3.0,1,20,1,0,0.0,0.0,Not_Canceled
18,1,158.0,4.0,12,30,1,0,0.0,0.0,Not_Canceled
33,1,78.2,3.0,11,12,2,2,0.0,3.0,Not_Canceled
160,0,76.27,4.0,11,13,4,2,3.0,0.0,Canceled
45,0,101.03,4.0,8,29,3,1,3.0,0.0,Not_Canceled
100,0,91.5,4.0,4,27,3,0,3.0,0.0,Canceled
22,0,154.0,4.0,9,26,3,1,0.0,3.0,Canceled
10,0,119.0,3.0,10,14,2,1,0.0,0.0,Not_Canceled
49,0,85.0,3.0,5,6,2,0,3.0,0.0,Not_Canceled
1,0,140.0,4.0,10,11,2,0,3.0,0.0,Not_Canceled
17,0,78.3,4.0,1,23,1,0,0.0,0.0,Not_Canceled
8,1,130.0,4.0,2,26,2,1,0.0,3.0,Not_Canceled
0,0,138.0,4.0,8,12,1,0,0.0,0.0,Canceled
85,0,75.0,3.0,10,6,3,1,0.0,0.0,Not_Canceled
144,1,97.85,4.0,8,31,4,1,0.0,0.0,Not_Canceled
188,1,84.82,4.0,8,25,3,2,0.0,1.0,Not_Canceled
12,1,127.0,4.0,4,15,2,0,0.0,0.0,Not_Canceled
40,1,85.59,4.0,10,26,5,1,0.0,3.0,Not_Canceled
142,0,85.5,4.0,7,1,2,0,3.0,0.0,Canceled
73,0,75.0,3.0,11,27,1,2,0.0,0.0,Not_Canceled
47,0,163.95,4.0,8,23,5,1,0.0,3.0,Not_Canceled
1,1,90.33,4.0,12,10,1,2,3.0,0.0,Not_Canceled
156,0,121.5,4.0,8,23,2,0,0.0,0.0,Canceled
105,2,118.8,4.0,9,4,2,2,3.0,0.0,Not_Canceled
21,1,129.0,4.0,10,3,3,1,3.0,0.0,Not_Canceled
213,1,167.95,4.0,7,21,3,2,0.0,5.0,Canceled
9,2,243.0,4.0,10,7,2,0,1.0,3.0,Not_Canceled
3,0,120.0,2.0,9,19,1,1,0.0,0.0,Canceled
118,0,99.28,3.0,9,3,5,2,0.0,0.0,Not_Canceled
53,0,159.3,4.0,5,27,2,1,0.0,3.0,Canceled
56,0,130.05,4.0,4,21,3,1,0.0,3.0,Canceled
78,1,160.08,4.0,9,11,0,2,0.0,5.0,Not_Canceled
25,0,91.0,4.0,3,18,1,0,0.0,0.0,Canceled
20,0,87.0,4.0,1,22,1,0,0.0,0.0,Not_Canceled
49,1,107.1,4.0,3,27,2,2,0.0,3.0,Not_Canceled
57,0,80.3,4.0,2,11,3,0,0.0,0.0,Not_Canceled
8,3,111.0,4.0,2,21,1,2,0.0,0.0,Not_Canceled
142,1,130.5,4.0,8,9,3,0,0.0,0.0,Canceled
179,2,90.95,4.0,7,6,4,0,0.0,0.0,Not_Canceled
4,0,98.1,3.0,9,26,0,1,0.0,0.0,Canceled
10,3,89.89,4.0,11,27,2,2,0.0,0.0,Not_Canceled
92,0,101.52,3.0,5,30,2,1,0.0,0.0,Not_Canceled
103,0,116.38,4.0,6,28,11,4,0.0,0.0,Canceled
180,2,66.49,4.0,10,26,4,0,0.0,0.0,Not_Canceled
48,1,149.4,4.0,8,1,1,1,0.0,3.0,Canceled
24,0,105.0,3.0,10,19,4,1,0.0,3.0,Not_Canceled
48,0,111.6,4.0,10,1,3,2,0.0,0.0,Not_Canceled
